Time,SG 1,SG 2,SG 3,SG 4,SG 5,SG 6,Hall Effect
0.073999882,6.964778032,0.478249506,-6.231201955,-1.485315768,-5.105216195,0.559536451,-0.007717609
0.074998856,7.01845924,0.48272322,-6.223531435,-1.478926928,-5.096271707,0.563690471,-0.007717609
0.07599926,7.05041234,0.485279628,-6.22193341,-1.475413066,-5.089882787,0.567844491,-0.007717609
0.077000141,7.160011473,0.490072893,-6.21554131,-1.469982552,-5.081257745,0.574235291,-0.007717609
0.07800293,7.153940384,0.491031546,-6.213943285,-1.470940878,-5.078382731,0.576472071,-0.007717609
0.078999996,7.145952109,0.488794689,-6.212664865,-1.47285753,-5.076466055,0.574874371,0.017910004
0.080004215,7.140520082,0.486238281,-6.209468815,-1.474135298,-5.073271595,0.570400811,0.017910004
0.081000805,7.140520082,0.486238281,-6.209468815,-1.474135298,-5.073271595,0.570400811,0.017910004
0.082001209,7.140520082,0.485599179,-6.206911975,-1.473176972,-5.069757689,0.568164031,0.017910004
0.082999229,7.154579446,0.50189628,-5.896255915,-1.457204872,-5.047715915,0.582862871,0.017910004
0.084000111,7.142117737,0.489753342,-6.12477349,-1.467427016,-5.058257633,0.570720351,0.017910004
0.085000038,7.138283365,0.489433791,-6.146826235,-1.469982552,-5.059535417,0.570081271,0.017910004
0.085998058,7.134448993,0.489433791,-6.20595316,-1.471899204,-5.065285445,0.570720351,0.017910004
0.086997986,7.13668571,0.491031546,-6.20595316,-1.471579762,-5.069118797,0.573596211,0.017910004
0.088001251,7.140839613,0.493907505,-6.204355135,-1.470940878,-5.073591041,0.574554831,-0.02178669
0.088998795,7.145952109,0.49230975,-6.20467474,-1.472538088,-5.080618853,0.572637591,-0.02178669
0.090000153,6.843995314,0.476012649,-6.21809815,-1.484676884,-5.100743951,0.552826111,-0.02178669
0.090998173,6.974363962,0.482084118,-6.213304075,-1.47924637,-5.098507829,0.559536451,-0.02178669
0.091997147,6.94496711,0.484960077,-6.21618052,-1.47764916,-5.101063397,0.563051391,-0.02178669
0.092997074,6.94496711,0.484960077,-6.21618052,-1.47764916,-5.101063397,0.563051391,-0.02178669
0.093997955,7.036672507,0.495185709,-6.212025655,-1.469982552,-5.094674477,0.573915751,-0.02178669
0.094995022,7.18142005,0.50509179,-6.213943285,-1.465829806,-5.093396693,0.586058271,-0.02178669
0.095993996,7.183656767,0.503813586,-6.214582495,-1.467746458,-5.095313369,0.587016891,-0.02178669
0.096993923,7.186852077,0.502535382,-6.214582495,-1.470301994,-5.096910599,0.585419191,0.023238659
0.097996235,7.200911441,0.515636973,-6.1957258,-1.462315944,-5.082535529,0.597561711,0.023238659
0.099010944,7.205384875,0.515636973,-5.93940259,-1.464232596,-5.082535529,0.597242171,0.023238659
0.100001812,7.205384875,0.507009096,-6.062450515,-1.47126032,-5.087646665,0.588934131,0.023238659
0.101001263,7.192923166,0.502215831,-6.077791555,-1.473815856,-5.087966111,0.584780111,0.023238659
0.102002144,7.183337236,0.495824811,-6.184539625,-1.47924637,-5.092757801,0.579347931,0.023238659
0.103000164,7.177585678,0.497422566,-6.214582495,-1.477329718,-5.088605003,0.581584711,0.023238659
0.104001045,7.173431775,0.497103015,-6.21426289,-1.47445474,-5.086368881,0.581904251,0.023238659
0.105001926,7.173431775,0.497103015,-6.21426289,-1.47445474,-5.086368881,0.581904251,0.023238659
0.106002808,7.166721624,0.497103015,-6.21362368,-1.472538088,-5.081896637,0.579987011,0.023238659
0.106999874,6.833450791,0.470580282,-6.2276863,-1.486593536,-5.096910599,0.550908871,-0.03054142
0.108001232,6.788716451,0.467065221,-6.223531435,-1.486593536,-5.095313369,0.546754851,-0.03054142
0.109000206,7.046258437,0.480166812,-6.210108025,-1.474135298,-5.080618853,0.557938751,-0.03054142
0.110002041,7.129975559,0.484001424,-6.206272765,-1.471579762,-5.075827163,0.563051391,-0.03054142
0.111001015,7.138602896,0.489433791,-6.20467474,-1.467746458,-5.072313257,0.570081271,-0.03054142
0.112000942,7.135727117,0.488475138,-6.20595316,-1.467427016,-5.072632703,0.572637591,-0.03054142
0.11300087,7.135407586,0.490072893,-6.20659237,-1.468704784,-5.072313257,0.573276671,-0.03054142
0.113999844,7.13668571,0.490711995,-6.20595316,-1.469343668,-5.071674365,0.572318051,-0.03054142
0.115000248,7.156816163,0.509565504,-5.87100712,-1.457204872,-5.053785389,0.590212291,0.029847622
0.116000175,7.154898977,0.499659423,-6.004921615,-1.465190922,-5.062729877,0.579667471,0.029847622
0.117000103,7.154898977,0.499659423,-6.004921615,-1.465190922,-5.062729877,0.579667471,0.029847622
0.118001938,7.159372411,0.499659423,-6.03272725,-1.464552038,-5.063368769,0.580945631,0.029847622
0.118999958,7.15266226,0.487516485,-6.212025655,-1.48084358,-5.081896637,0.569442191,0.029847622
0.120001793,7.15905288,0.493587954,-6.211386445,-1.476690834,-5.080618853,0.577430691,0.029847622
0.120999813,7.164484907,0.49550526,-6.212664865,-1.475413066,-5.083174421,0.581265171,0.029847622
0.122000217,7.170236465,0.494866158,-6.215860915,-1.476690834,-5.087646665,0.579667471,0.029847622
0.123000145,7.157455225,0.477929955,-6.23024314,-1.488190746,-5.105216195,0.560814611,0.029847622
0.124000072,6.894481212,0.476971302,-6.23152156,-1.489787956,-5.109049547,0.560175531,-0.024955273
0.125,7.057122491,0.486238281,-6.224809855,-1.481482464,-5.103618965,0.568803111,-0.024955273
0.125999928,7.097383397,0.488794689,-6.22257262,-1.478926928,-5.101702289,0.571998511,-0.024955273
0.126998901,7.193242697,0.499659423,-6.215860915,-1.47126032,-5.095632815,0.582223791,-0.024955273
0.128000259,7.192923166,0.499978974,-6.21937657,-1.472218646,-5.096591153,0.584460571,-0.024955273
0.128999233,7.192923166,0.499978974,-6.21937657,-1.472218646,-5.096591153,0.584460571,-0.024955273
0.130002975,7.193562228,0.501257178,-6.21937657,-1.472538088,-5.098507829,0.586377811,-0.024955273
0.131000042,7.194840352,0.502215831,-6.218417755,-1.471579762,-5.099146721,0.586697351,-0.024955273
0.132000923,7.206343468,0.516595626,-5.94068101,-1.462315944,-5.082216083,0.600437571,-0.024955273
0.133000851,7.204745813,0.516915177,-5.91319498,-1.461038176,-5.079660515,0.600437571,0.015392303
0.133997917,7.187491139,0.501576729,-6.08833852,-1.474774182,-5.088285557,0.585738731,0.015392303
0.134997845,7.180780988,0.500618076,-6.19380817,-1.475413066,-5.085091097,0.584141031,0.015392303
0.135999203,7.170236465,0.493268403,-6.212025655,-1.478288044,-5.086049435,0.577111151,0.015392303
0.13699913,7.166402093,0.493907505,-6.21042763,-1.47605195,-5.081257745,0.576472071,0.015392303
0.137999058,7.160970066,0.491031546,-6.20978842,-1.47445474,-5.079021623,0.571998511,0.015392303
0.138998032,7.15585757,0.487836036,-6.208829605,-1.473496414,-5.077743839,0.569122651,0.015392303
0.140003204,6.813320338,0.468662976,-6.22576867,-1.484996326,-5.091480017,0.548352551,0.015392303
0.140999794,6.813320338,0.468662976,-6.22576867,-1.484996326,-5.091480017,0.548352551,0.015392303
0.142000198,6.88745153,0.478249506,-6.217139335,-1.477010276,-5.082216083,0.557619211,0.015392303
0.142998219,6.986186609,0.475373547,-6.21745894,-1.480204696,-5.083813313,0.556021511,-0.008797646
0.143997192,7.138283365,0.494227056,-6.201798295,-1.46487148,-5.071035473,0.575832991,-0.008797646
0.144996166,7.132531807,0.487836036,-6.20531395,-1.47126032,-5.075827163,0.570400811,-0.008797646
0.145997047,7.135088055,0.490711995,-6.203076715,-1.469024226,-5.073591041,0.571998511,-0.008797646
0.14699316,7.137005241,0.48911424,-6.2021179,-1.470301994,-5.073271595,0.570720351,-0.008797646
0.147994995,7.137005241,0.48911424,-6.18358081,-1.458163198,-5.055702065,0.587336431,-0.008797646
0.148993969,7.158733349,0.506050443,-5.948031925,-1.459760408,-5.058257633,0.585419191,-0.008797646
0.149995804,7.158733349,0.502215831,-6.088658125,-1.463593712,-5.064327107,0.581904251,-0.008797646
0.150993824,7.156496632,0.497742117,-6.06213091,-1.467427016,-5.068160459,0.579987011,0.004534721
0.151991844,7.156496632,0.494546607,-6.194766985,-1.47285753,-5.073910487,0.575513451,0.004534721
0.153002262,7.157455225,0.494546607,-6.194766985,-1.47285753,-5.073910487,0.575513451,0.004534721
0.154004097,7.160970066,0.495185709,-6.207551185,-1.473815856,-5.077424393,0.576791611,0.004534721
0.155002117,7.167999748,0.493587954,-6.209468815,-1.474774182,-5.081577191,0.576472071,0.004534721
0.156000137,7.178544271,0.491031546,-6.214582495,-1.478288044,-5.092118909,0.571998511,0.004534721
0.157000065,6.909499169,0.475373547,-6.229923535,-1.489149072,-5.109688439,0.556660591,0.004534721
0.158000946,6.847510155,0.479208159,-6.23088235,-1.487551862,-5.110966223,0.559536451,0.004534721
0.15899992,7.010470965,0.492629301,-6.220974595,-1.475413066,-5.100743951,0.575513451,0.004534721
0.160000801,7.148827888,0.501576729,-6.21681973,-1.468385342,-5.096591153,0.585419191,-0.0025177
0.161001205,7.189727856,0.502215831,-6.21937657,-1.46966311,-5.097549491,0.586058271,-0.0025177
0.162001133,7.189727856,0.502535382,-6.21937657,-1.46966311,-5.098507829,0.585738731,-0.0025177
0.162999153,7.186852077,0.502535382,-6.213304075,-1.469982552,-5.094993923,0.585419191,-0.0025177
0.164000034,7.184934891,0.50189628,-6.209468815,-1.470940878,-5.094355031,0.583182411,-0.0025177
0.165001869,7.195798945,0.517554279,-5.921185105,-1.459121524,-5.078382731,0.598520331,-0.0025177
0.166003227,7.195798945,0.517554279,-5.921185105,-1.459121524,-5.078382731,0.598520331,-0.0025177
0.167002201,7.184934891,0.509245953,-5.94132022,-1.466788132,-5.079979961,0.589892751,-0.0025177
0.168001175,7.166402093,0.501257178,-6.15801241,-1.469343668,-5.075827163,0.583182411,-0.0025177
0.169000149,7.154579446,0.492629301,-6.205633555,-1.475732508,-5.077424393,0.573596211,-0.001738071
0.17000103,7.151064605,0.494866158,-6.206272765,-1.470940878,-5.073910487,0.574554831,-0.001738071
0.171000957,7.145632578,0.490072893,-6.206272765,-1.471899204,-5.074229933,0.569442191,-0.001738071
0.172002792,7.14307633,0.488155587,-6.206272765,-1.470940878,-5.073591041,0.566885871,-0.001738071
0.172999859,7.094188087,0.469621629,-6.22001578,-1.483399116,-5.087646665,0.549311171,-0.001738071
0.174000263,6.866682015,0.468982527,-6.221613805,-1.485315768,-5.086688327,0.548352551,-0.001738071
0.174999237,6.978198334,0.477290853,-6.21426289,-1.47764916,-5.078063285,0.558577831,-0.001738071
0.176000118,7.031879542,0.478249506,-6.211386445,-1.47605195,-5.076146609,0.560814611,-0.001738071
0.177001953,7.134448993,0.483681873,-6.20914921,-1.471899204,-5.073910487,0.566566331,-0.001738071
0.178002834,7.134448993,0.483681873,-6.20914921,-1.471899204,-5.073910487,0.566566331,-0.001738071
0.179000854,7.139561489,0.484320975,-6.212025655,-1.472538088,-5.075507717,0.567524951,0.00534296
0.180002213,7.149786481,0.489433791,-6.208829605,-1.470621436,-5.074868825,0.573915751,0.00534296
0.180997849,7.154259915,0.491670648,-6.210108025,-1.471899204,-5.076785501,0.575193911,0.00534296
0.181998253,7.174709899,0.508606851,-5.93556733,-1.461038176,-5.063368769,0.593088151,0.00534296
0.182999134,7.180141926,0.509885055,-5.854068055,-1.46167706,-5.066882675,0.591809991,0.00534296
0.184000015,7.177585678,0.501576729,-6.14842426,-1.470940878,-5.080299407,0.584780111,0.00534296
0.185000896,7.175988023,0.49870077,-6.196684615,-1.475732508,-5.086049435,0.582543331,0.00534296
0.18599987,7.175988023,0.498061668,-6.210747235,-1.477010276,-5.091480017,0.583182411,0.00534296
0.186998844,7.182378643,0.500298525,-6.213943285,-1.478288044,-5.094674477,0.584141031,-0.01152277
0.18800211,7.186213015,0.500937627,-6.215221705,-1.477010276,-5.095952261,0.584460571,-0.01152277
0.18900013,7.18781067,0.499339872,-6.213304075,-1.475093624,-5.097868937,0.582862871,-0.01152277
0.190003872,7.18781067,0.499339872,-6.213304075,-1.475093624,-5.097868937,0.582862871,-0.01152277
0.191000938,6.858054678,0.478888608,-6.23343919,-1.489787956,-5.117355143,0.561134151,-0.01152277
0.191998005,6.96094366,0.488155587,-6.225449065,-1.480524138,-5.106493979,0.568164031,-0.01152277
0.192998886,7.158733349,0.493907505,-6.22001578,-1.474135298,-5.099785613,0.576152531,-0.01152277
0.19399786,7.185573953,0.501257178,-6.21362368,-1.467746458,-5.093396693,0.583182411,-0.01152277
0.195001125,7.182059112,0.499659423,-6.213304075,-1.470301994,-5.093396693,0.582223791,-0.01152277
0.196001053,7.17822474,0.49870077,-6.212664865,-1.471899204,-5.092438355,0.580306551,0.020427704
0.19700098,7.174390368,0.496783464,-6.21170605,-1.472538088,-5.090841125,0.580306551,0.020427704
0.197998047,7.186213015,0.513400116,-6.062450515,-1.461038176,-5.071035473,0.596283551,0.020427704
0.198999882,7.180780988,0.513080565,-5.927577205,-1.461038176,-5.069118797,0.594685851,0.020427704
0.200003147,7.166721624,0.499339872,-6.051583945,-1.472218646,-5.078702177,0.582223791,0.020427704
0.20099926,7.160650535,0.49870077,-6.121897045,-1.472218646,-5.076146609,0.582543331,0.020427704
0.202000141,7.160650535,0.49870077,-6.121897045,-1.472218646,-5.076146609,0.582543331,0.020427704
0.202998161,7.152342729,0.494227056,-6.190292515,-1.475413066,-5.073591041,0.579028391,0.020427704
0.203998089,7.144993516,0.488155587,-6.21042763,-1.475732508,-5.073271595,0.571039891,0.020427704
0.204996109,7.142756799,0.485599179,-6.20914921,-1.475413066,-5.071674365,0.568164031,-0.022244453
0.20599699,7.142117737,0.481125465,-6.20787079,-1.475732508,-5.071354919,0.562092771,-0.022244453
0.206994057,6.89703746,0.464189262,-6.22065499,-1.48563521,-5.084132759,0.543559451,-0.022244453
0.207994938,6.859332802,0.463869711,-6.222892225,-1.486912978,-5.084771651,0.543239911,-0.022244453
0.20899725,6.859332802,0.463869711,-6.21234526,-1.473496414,-5.075507717,0.559536451,-0.022244453
0.209997177,7.083963095,0.485599179,-6.210747235,-1.469343668,-5.074868825,0.568164031,-0.022244453
0.210994244,7.141798206,0.490392444,-6.20978842,-1.469343668,-5.076466055,0.572957131,-0.022244453
0.212005138,7.145632578,0.494546607,-6.208190395,-1.468385342,-5.078063285,0.576472071,-0.022244453
0.213015079,7.152023198,0.495185709,-6.206272765,-1.469024226,-5.079660515,0.575513451,-0.022244453
0.214002132,7.152023198,0.495185709,-6.206272765,-1.469024226,-5.079660515,0.575513451,-0.022244453
0.215001106,7.158094287,0.494546607,-6.204355135,-1.469024226,-5.082854975,0.573915751,0.027937889
0.216001034,7.177266147,0.507648198,-5.95730047,-1.46327427,-5.076466055,0.586697351,0.027937889
0.216999054,7.178544271,0.509885055,-6.011313715,-1.463913154,-5.076466055,0.590212291,0.027937889
0.217999935,7.173431775,0.506689545,-6.139155715,-1.46966311,-5.081577191,0.588295051,0.027937889
0.219000816,7.168319279,0.499020321,-6.214582495,-1.477329718,-5.092438355,0.582223791,0.027937889
0.220001221,7.172473182,0.50189628,-6.212664865,-1.474774182,-5.091480017,0.584780111,0.027937889
0.221002102,7.175988023,0.499659423,-6.211386445,-1.475093624,-5.090521679,0.582223791,0.027937889
0.222001076,7.179822395,0.495185709,-6.211386445,-1.475732508,-5.091480017,0.577430691,0.027937889
0.223001003,7.013985806,0.477290853,-6.22449025,-1.487871304,-5.105216195,0.556980131,-0.033416748
0.224000931,6.93857649,0.476012649,-6.22576867,-1.48723242,-5.105216195,0.555701971,-0.033416748
0.225000858,7.009831903,0.483042771,-6.22321183,-1.479565812,-5.098827275,0.563051391,-0.033416748
0.226001263,7.009831903,0.483042771,-6.22321183,-1.479565812,-5.098827275,0.563051391,-0.033416748
0.227002144,7.037950631,0.487516485,-6.222892225,-1.476371392,-5.095313369,0.570400811,-0.033416748
0.228002071,7.175348961,0.496144362,-6.216500125,-1.469024226,-5.083493867,0.585419191,-0.033416748
0.229000092,7.17183412,0.498061668,-6.215860915,-1.470301994,-5.085091097,0.583501951,-0.033416748
0.230001926,7.170875527,0.494227056,-6.213943285,-1.472538088,-5.087327219,0.578069771,-0.033416748
0.230998993,7.170555996,0.492629301,-6.21106684,-1.473815856,-5.086368881,0.574874371,-0.033416748
0.231999874,7.180780988,0.506689545,-5.966569015,-1.46327427,-5.069757689,0.588614591,0.026185513
0.232999802,7.176946616,0.508606851,-5.880914875,-1.461357618,-5.065604891,0.590531831,0.026185513
0.234000206,7.162887252,0.499020321,-6.12413428,-1.47126032,-5.071674365,0.582862871,0.026185513
0.23499918,7.156177101,0.49550526,-6.142990975,-1.473496414,-5.072313257,0.579987011,0.026185513
0.235999107,7.151703667,0.493587954,-6.207551185,-1.473815856,-5.074229933,0.577111151,0.026185513
0.236999035,7.148827888,0.490711995,-6.210108025,-1.474135298,-5.075827163,0.572318051,0.026185513
0.237999916,7.148827888,0.490711995,-6.210108025,-1.474135298,-5.075827163,0.572318051,0.026185513
0.239005089,7.151064605,0.488155587,-6.20851,-1.473176972,-5.074549379,0.569761731,0.026185513
0.240003109,7.152981791,0.488155587,-6.208190395,-1.47285753,-5.073910487,0.547713471,0.026185513
0.241002083,6.833450791,0.473775792,-6.221613805,-1.482760232,-5.091799463,0.555062891,-0.023553371
0.241999149,6.982032706,0.477610404,-6.219696175,-1.481482464,-5.091799463,0.559536451,-0.023553371
0.243002892,7.100259176,0.488475138,-6.213943285,-1.473176972,-5.087007773,0.570720351,-0.023553371
0.243999958,7.156177101,0.496144362,-6.20914921,-1.468704784,-5.083493867,0.578389311,-0.023553371
0.244999886,7.158094287,0.496144362,-6.210108025,-1.470301994,-5.086688327,0.579028391,-0.023553371
0.245999813,7.162567721,0.496783464,-6.20914921,-1.469024226,-5.086049435,0.578708851,-0.023553371
0.246999264,7.166721624,0.497103015,-6.208190395,-1.46966311,-5.085729989,0.578389311,-0.023553371
0.247999191,7.184295829,0.514358769,-6.04806829,-1.458802082,-5.070396581,0.594685851,-0.023553371
0.248999119,7.186852077,0.514358769,-5.99053939,-1.458802082,-5.073910487,0.594046771,-0.023553371
0.250000954,7.186852077,0.514358769,-5.99053939,-1.458802082,-5.073910487,0.594046771,-0.023553371
0.250999928,7.18461536,0.507967749,-6.076513135,-1.46487148,-5.078382731,0.589253671,0.013253689
0.251997948,7.18142005,0.507648198,-6.182621995,-1.467746458,-5.082854975,0.589253671,0.013253689
0.252996922,7.17822474,0.497742117,-6.213304075,-1.477329718,-5.091480017,0.580306551,0.013253689
0.253997803,7.175668492,0.496783464,-6.212664865,-1.477010276,-5.091480017,0.581265171,0.013253689
0.254995823,7.177585678,0.494866158,-6.214582495,-1.47764916,-5.093716139,0.577111151,0.013253689
0.255997181,7.177585678,0.492948852,-6.214582495,-1.47764916,-5.091160571,0.575832991,0.013253689
0.256994247,7.179822395,0.4763322,-6.23024314,-1.488510188,-5.104577303,0.557938751,0.013253689
0.257996082,6.921641347,0.47313669,-6.23343919,-1.489468514,-5.104577303,0.555062891,0.013253689
0.258994102,7.045938906,0.48272322,-6.22385104,-1.478288044,-5.093077247,0.566566331,-0.008068085
0.259997845,7.154259915,0.490072893,-6.217778545,-1.472218646,-5.084771651,0.573596211,-0.008068085
0.260994911,7.154259915,0.491670648,-6.216500125,-1.471579762,-5.081896637,0.575832991,-0.008068085
0.261994839,7.166721624,0.491670648,-6.216500125,-1.471579762,-5.081896637,0.575832991,-0.008068085
0.263000965,7.162567721,0.493268403,-6.214582495,-1.47126032,-5.082216083,0.576472071,-0.008068085
0.264000893,7.15585757,0.490392444,-6.208829605,-1.473176972,-5.081257745,0.573276671,-0.008068085
0.264999866,7.167360686,0.507648198,-5.846397535,-1.46007985,-5.063368769,0.590212291,-0.008068085
0.265999794,7.161928659,0.503174484,-5.93173207,-1.465510364,-5.065285445,0.583501951,-0.008068085
0.267000198,7.157135694,0.50189628,-6.00779806,-1.465190922,-5.066243783,0.582543331,-0.008068085
0.268000126,7.14946695,0.496463913,-6.134681245,-1.46966311,-5.070396581,0.577750231,0.003490448
0.269001961,7.140200551,0.48911424,-6.20787079,-1.476371392,-5.077743839,0.570400811,0.003490448
